EMG,EMG ¿n¤À
0.0115967,0.0118835
0.00732422,0.0119568
-0.00793457,0.0120056
-0.00793457,0.0120117
0.00610352,0.0115601
0.0213623,0.0117249
0.0164795,0.0117493
-0.0323486,0.011499
-0.010376,0.0114441
-0.0189209,0.0116089
-0.00488281,0.011615
-0.00427246,0.0116516
-0.0201416,0.0117493
-0.020752,0.011853
-0.0390625,0.0122375
-0.00183105,0.0121826
0.00671387,0.0119934
0.010376,0.0120361
0.0164795,0.0120972
0.0128174,0.0121338
0.00610352,0.0121704
-0.0158691,0.012085
0.00915527,0.0120728
-0.0152588,0.0120667
-0.00793457,0.0117859
-0.0183105,0.0118164
-0.00732422,0.0118774
-0.00305176,0.0118896
-0.0128174,0.0120117
-0.000610352,0.0119324
0.00976563,0.0120178
0.00366211,0.0119202
0.0195313,0.0119812
-0.010376,0.0120422
-0.00732422,0.0119873
-0.00427246,0.0119934
0.0012207,0.0119019
0.00915527,0.0119446
-0.000610352,0.0118652
0.00793457,0.0119446
0.0335693,0.0121216
0.00549316,0.0121155
0.00183105,0.012085
0.0231934,0.0122986
0.00732422,0.0121765
0.0115967,0.0122375
0.0262451,0.0121948
-0.0134277,0.0121765
-0.00732422,0.0119446
0.0164795,0.0118591
-0.0219727,0.0117798
0.0109863,0.0118164
0.00427246,0.0117493
0.010376,0.0118164
0.0335693,0.0120605
0.0469971,0.0124329
-0.012207,0.0123596
-0.00915527,0.0124023
0.0219727,0.0124084
0.010376,0.0125122
0.0213623,0.0126831
-0.0262451,0.012793
-0.0256348,0.0128784
-0.0311279,0.0131226
-0.012207,0.0130615
0.0115967,0.0130737
0.0158691,0.0130798
0.0152588,0.0131409
0.0128174,0.013269
0.00793457,0.0131653
0.0354004,0.0134216
0.0598145,0.0139771
0.0164795,0.0140137
0.00549316,0.014032
-0.0378418,0.0142944
0.0140381,0.0143677
0.0012207,0.0143494
-0.0427246,0.0147217
-0.0408936,0.0151123
-0.0213623,0.0150635
-0.0323486,0.0152344
0.00305176,0.0151978
0.00305176,0.0149658
-0.00549316,0.0147705
0.0201416,0.0147583
0.00366211,0.0147522
-0.00183105,0.0147217
-0.00305176,0.0146851
0.00183105,0.0145996
0.00305176,0.0145447
-0.0140381,0.0146851
-0.00366211,0.0147156
0.00427246,0.0147461
-0.00183105,0.0147278
-0.0115967,0.0147949
-0.00427246,0.0145264
0.0115967,0.014447
0.00183105,0.0141602
-0.0286865,0.0141663
-0.012207,0.014032
0.010376,0.0140198
-0.0262451,0.014209
-0.00244141,0.0141541
0.00305176,0.0141052
0.00305176,0.0140747
-0.00610352,0.0139221
0.012207,0.0138794
0.0183105,0.013739
0.0189209,0.0138245
0.0134277,0.0137695
0.00183105,0.013739
0.0183105,0.0138794
0.0170898,0.0138489
0.00488281,0.0136902
0.000610352,0.0133057
0.0140381,0.0134277
0.00366211,0.0133972
-0.020752,0.013501
-0.00183105,0.0133545
-0.0213623,0.0134399
0.000610352,0.013385
0.00366211,0.0132629
0.00305176,0.0132019
-0.00793457,0.0131287
0.00915527,0.0131409
0.0115967,0.0130737
0.0280762,0.0132813
0.00488281,0.0132996
-0.0164795,0.0133362
0.00488281,0.0133789
0.00671387,0.0133484
0.00549316,0.0133667
0.00183105,0.0131897
-0.012207,0.013208
0.0109863,0.0132446
0.0360107,0.013562
0.0408936,0.0139587
-0.0012207,0.0138794
-0.0292969,0.0141663
0.0115967,0.0142029
0.00488281,0.013916
-0.0140381,0.0140015
-0.00366211,0.0140198
-0.0189209,0.0139771
-0.0250244,0.0141541
-0.00366211,0.0140747
-0.000610352,0.0138184
0.0238037,0.0139221
0.0201416,0.0140503
-0.00793457,0.0139648
-0.00732422,0.0138184
0.0170898,0.0138794
0.0219727,0.0140564
-0.00854492,0.0140381
-0.0152588,0.013855
0.0152588,0.0135376
-0.022583,0.0136414
-0.03479,0.0138977
-0.0201416,0.0138794
-0.0158691,0.0139343
-0.0256348,0.0139771
-0.0213623,0.0139282
0.00976563,0.0137695
-0.00671387,0.0135254
-0.00915527,0.0134949
-0.00427246,0.0134216
0.00854492,0.0133484
0.0152588,0.0133484
-0.00976563,0.0133179
-0.0134277,0.0133728
0.00183105,0.0130371
-0.0146484,0.0125854
-0.00244141,0.0124451
-0.00854492,0.0124756
-0.000610352,0.0121033
0.0164795,0.0121277
0.0140381,0.0122559
0.00854492,0.0119141
0.0219727,0.0117249
0.010376,0.011615
0.012207,0.0114136
-0.00305176,0.0114136
0.0158691,0.0115417
0.0262451,0.0117493
0.0140381,0.0116882
0.00915527,0.0117432
0.00610352,0.0117859
0.0317383,0.0120728
0.0610352,0.0126648
-0.0213623,0.0128479
0.0292969,0.0130005
0.0012207,0.0129761
-0.0219727,0.0131531
-0.0158691,0.0132935
-0.0201416,0.0133789
0.0213623,0.0135498
0.00488281,0.0134827
0.0323486,0.0137878
0.0402832,0.0139038
0.0421143,0.0142029
-0.00427246,0.0141418
0.0128174,0.0140076
0.0628662,0.0146118
-0.00488281,0.0146301
-0.0408936,0.0150085
-0.022583,0.0151733
-0.0439453,0.0154907
-0.00549316,0.0153625
-0.0177002,0.0153503
-0.03479,0.015564
-0.0280762,0.0158264
0.00305176,0.0156738
-0.00549316,0.0155579
-0.00305176,0.0155396
-0.0213623,0.0157471
-0.00244141,0.0156311
0.0109863,0.0157043
0.012207,0.0156189
0.00244141,0.015625
-0.0213623,0.015625
0.00854492,0.0157043
-0.00366211,0.0157043
-0.00427246,0.0157166
-0.000610352,0.0156433
0.00183105,0.0155701
0.0152588,0.0156067
-0.020752,0.0155334
0.00427246,0.0155273
0.0183105,0.0155457
-0.022583,0.0157227
-0.0146484,0.015802
-0.00183105,0.0157654
-0.022583,0.0159729
-0.0128174,0.015979
-0.00549316,0.0159241
-0.00854492,0.0156494
-0.000610352,0.0152466
0.0146484,0.0153809
-0.0012207,0.0151001
0.012207,0.0151062
0.0183105,0.0152405
0.00244141,0.0151245
-0.00427246,0.0151306
0.00488281,0.0149902
0.0231934,0.0149719
0.0323486,0.0152588
0.0170898,0.0154236
-0.0201416,0.015387
0.0286865,0.0154724
0.0494385,0.0158875
-0.00427246,0.0158569
-0.0238037,0.0159241
-0.00244141,0.0157288
0.0213623,0.0158569
-0.00488281,0.0157532
-0.0292969,0.0158936
-0.012207,0.0157898
0.0292969,0.0157349
0.0268555,0.015802
-0.00915527,0.0157349
-0.0341797,0.0158203
-0.00488281,0.0156555
-0.0128174,0.015686
-0.0109863,0.0157288
-0.0238037,0.0158752
-0.0183105,0.0160156
-0.0244141,0.0161743
0.00671387,0.0160889
0.0189209,0.0161804
0.0457764,0.0165039
0.020752,0.0166931
0.00671387,0.0166138
-0.00915527,0.0166809
0.0231934,0.0168274
-0.0262451,0.0170837
-0.0292969,0.0172119
-0.032959,0.0174011
-0.0323486,0.0176392
-0.03479,0.0177673
-0.0195313,0.0178589
-0.010376,0.0178406
-0.0109863,0.0179199
0.00671387,0.0178284
0.0183105,0.017749
0.0341797,0.0179504
0.0354004,0.0182129
0.0366211,0.0185181
0.0256348,0.018457
0.0701904,0.0185486
0.0744629,0.0190796
0.0756836,0.0195435
-0.0183105,0.0197144
0.0250244,0.0197449
0.0256348,0.0198425
-0.00793457,0.0197205
-0.020752,0.0197144
0.0909424,0.020575
0.0933838,0.0211853
0.00915527,0.020874
-0.0579834,0.0210327
0.0714111,0.0217041
0.114746,0.0227234
0.088501,0.0229797
-0.0695801,0.0236267
-0.00244141,0.0232422
-0.090332,0.0239197
-0.0488281,0.0239685
-0.055542,0.024469
-0.0378418,0.0246704
-0.090332,0.0252258
-0.0836182,0.0257813
-0.078125,0.026532
-0.0299072,0.0267761
-0.0494385,0.02724
-0.0183105,0.0272095
-0.00549316,0.02724
-0.0335693,0.0274658
-0.0439453,0.0277832
0.00793457,0.0278381
0.000610352,0.0276306
-0.0311279,0.0278564
-0.010376,0.0279236
0.0189209,0.0280701
-0.00671387,0.0281311
-0.00366211,0.0281494
0.0164795,0.0281616
0.0134277,0.0280884
0.010376,0.0281494
-0.00915527,0.0280579
-0.00244141,0.0278564
-0.0183105,0.0278931
0.022583,0.0281006
-0.020752,0.0280823
-0.0158691,0.0281128
-0.0164795,0.0282227
0.0146484,0.0282837
-0.0354004,0.0286316
0.0299072,0.0287842
-0.00976563,0.0288696
0.00305176,0.0287781
-0.0146484,0.0287415
-0.00366211,0.0287537
0.010376,0.0288147
-0.00183105,0.0287842
-0.0231934,0.0287842
-0.0183105,0.0286438
0.00793457,0.0285522
0.00427246,0.0283936
0.0152588,0.0282593
-0.0115967,0.0278809
0.0195313,0.0280334
0.0170898,0.0279663
0.00549316,0.0279968
0.0164795,0.027948
-0.0262451,0.0281616
-0.00915527,0.0279602
-0.00793457,0.0279175
-0.0219727,0.0278442
-0.0140381,0.0277161
-0.00610352,0.0276855
0.0183105,0.0275269
0.0238037,0.0277161
0.00549316,0.0276428
0.0158691,0.0276917
0.00244141,0.027478
0.0189209,0.0274841
-0.00366211,0.0272766
-0.00549316,0.0272644
0.00488281,0.027124
0.00610352,0.0267273
0.00488281,0.0265686
-0.03479,0.0268494
0.00732422,0.0268311
0.0457764,0.0270569
0.0109863,0.0269043
-0.0183105,0.0267944
-0.0396729,0.0268616
-0.0177002,0.0267151
-0.0140381,0.0265076
-0.0189209,0.0265015
-0.043335,0.0268311
-0.0274658,0.0269958
-0.0146484,0.0270752
-0.0219727,0.0271118
-0.0158691,0.0269287
-0.00488281,0.0266235
0,0.0262573
0.020752,0.0262085
0.0372314,0.0258789
0.00366211,0.0251709
0.0268555,0.0246826
0.020752,0.024707
0.0274658,0.0247314
-0.00183105,0.0244934
-0.00305176,0.0244446
-0.00732422,0.0243103
-0.00183105,0.0234192
-0.0311279,0.0227966
-0.00549316,0.02276
0.000610352,0.0221863
-0.00549316,0.0215271
-0.00854492,0.0204651
0.00915527,0.0196716
0.0592041,0.0195679
0.0360107,0.0199036
0.0177002,0.0191772
-0.0335693,0.0190247
0.0115967,0.0185852
0.00915527,0.0182983
-0.00610352,0.0174561
-0.0311279,0.0169312
-0.0292969,0.0164429
-0.0231934,0.0163757
-0.00976563,0.015979
0.0128174,0.0159241
0.0219727,0.0160889
-0.00305176,0.0157837
0.0231934,0.0155762
-0.010376,0.0156006
0.0408936,0.0160034
0.0335693,0.0160278
-0.00976563,0.0160217
-0.0317383,0.0161499
-0.0317383,0.0164001
0.0195313,0.0165588
-0.00305176,0.0164246
-0.0195313,0.0164856
-0.0231934,0.0166138
-0.0231934,0.0167542
-0.0561523,0.0172913
-0.00427246,0.0171509
-0.0189209,0.0171143
-0.00854492,0.0169922
-0.00366211,0.0168701
-0.00488281,0.0167542
0.00732422,0.0166809
0.0128174,0.0164551
0.0140381,0.0162964
0.0280762,0.0164795
-0.00183105,0.0164673
0.0164795,0.0164856
0.0177002,0.016626
-0.00244141,0.0165466
0,0.0165283
-0.000610352,0.0163025
0.0299072,0.0164185
0,0.0163391
0.0158691,0.0164551
0.0183105,0.0164856
-0.0390625,0.0167603
-0.00305176,0.0165955
0.00244141,0.016449
-0.0238037,0.0166321
-0.0299072,0.0167664
-0.043335,0.0169373
-0.00671387,0.0169128
0.00610352,0.0168945
0.0256348,0.0169312
0.0244141,0.0170349
0.0140381,0.0171143
0.0585938,0.0175171
0.0152588,0.0174316
-0.0115967,0.0174927
-0.00427246,0.0173767
0.0146484,0.0174988
0.0115967,0.0174255
-0.010376,0.0174927
-0.0482178,0.0179199
-0.0378418,0.0182495
0.00793457,0.0182678
0.00793457,0.0182983
0.00915527,0.018042
-0.0152588,0.0181213
-0.0115967,0.0177795
-0.00183105,0.017688
0.00732422,0.0175781
0.00671387,0.0172485
-0.0195313,0.0172668
0.00488281,0.0171753
0,0.0169861
0.00427246,0.0165955
-0.0140381,0.0164612
-0.00549316,0.0163696
0.00610352,0.0162109
0.0012207,0.0160645
-0.00305176,0.0160461
-0.0012207,0.0160583
0.0201416,0.0160522
0.0238037,0.015918
0.00915527,0.0159729
0.0183105,0.0158875
0.00305176,0.0157104
-0.0134277,0.0155701
0.0201416,0.0157532
0.00732422,0.0157959
-0.00244141,0.0157471
-0.0164795,0.0158936
-0.00854492,0.0156677
-0.00915527,0.0157043
0.0128174,0.0158264
0.010376,0.0158752
-0.00366211,0.0158264
0.0164795,0.0158997
0.00976563,0.0154053
-0.00488281,0.015094
0.0134277,0.0150513
0.0128174,0.0148437
0.00610352,0.0147888
0.00305176,0.0147278
0.000610352,0.0146729
0.0231934,0.0145935
0.0146484,0.014447
0.0360107,0.0145752
-0.00244141,0.014502
0.0158691,0.0145325
0.0335693,0.0146484
0.0500488,0.0151184
0.0390625,0.0152771
0.0250244,0.0154236
0.0158691,0.0151733
-0.0390625,0.0152283
-0.00732422,0.0152039
0.0152588,0.0150391
-0.0378418,0.0151001
-0.0537109,0.0154419
-0.0561523,0.0159729
-0.0360107,0.0161377
-0.010376,0.0160095
-0.0292969,0.0160706
0.00427246,0.0155518
0.0152588,0.0156616
0.0274658,0.0157471
0.00915527,0.0157532
-0.00427246,0.0157593
-0.0134277,0.0158447
-0.0012207,0.0157837
-0.00671387,0.0157227
-0.0134277,0.0157166
-0.0189209,0.015625
-0.0280762,0.0158875
-0.0152588,0.0158752
0.00915527,0.0157898
0.0201416,0.0159668
0.00854492,0.0160522
0.00915527,0.0161377
0.0183105,0.0160217
0.0158691,0.0161804
0.0177002,0.0161987
-0.012207,0.0161377
-0.00244141,0.0157715
0.00732422,0.0158142
-0.00366211,0.0158264
-0.00183105,0.0156067
0.00427246,0.0153503
-0.010376,0.0150208
-0.0219727,0.0151733
-0.00488281,0.0151611
0.00488281,0.0149536
-0.0146484,0.014856
-0.00854492,0.014801
0.020752,0.0144226
-0.00854492,0.0143555
0.0250244,0.0144897
0.0152588,0.0145996
0.0250244,0.0147034
0.0256348,0.0148437
0.00976563,0.0148376
0.0146484,0.014502
-0.010376,0.0142273
0.00610352,0.014209
0.0183105,0.0143127
-0.0305176,0.0145264
-0.0012207,0.014386
-0.0134277,0.0144043
0.0170898,0.0145569
-0.0128174,0.0146118
-0.0360107,0.0149048
-0.0158691,0.0148682
-0.00732422,0.0148926
0,0.0148926
0.00305176,0.0148804
-0.00427246,0.0147827
0.0170898,0.0148987
-0.0128174,0.0149658
0.0152588,0.0151062
0.0268555,0.0153442
-0.0012207,0.0153442
0.0128174,0.015271
0.00488281,0.0150818
0.00610352,0.0150513
-0.010376,0.0149719
-0.0012207,0.0149536
0.012207,0.0149414
-0.00366211,0.0147766
0.0134277,0.0148376
0.0012207,0.0148254
-0.00488281,0.0147095
-0.0140381,0.0147644
-0.012207,0.0147949
0.0244141,0.0149109
-0.00427246,0.0148499
-0.00366211,0.0148499
-0.0152588,0.0148376
-0.0213623,0.0149536
0.010376,0.0150085
-0.00793457,0.0149536
-0.00610352,0.0148865
0.00488281,0.0148743
-0.0268555,0.0151123
-0.0146484,0.0152527
-0.0012207,0.015033
0.00305176,0.014917
0.00427246,0.0145996
-0.00976563,0.0146729
0.00732422,0.0145874
0.0305176,0.0145569
-0.000610352,0.0140625
0.00549316,0.0137268
0.0183105,0.0136597
0.0360107,0.0138611
-0.0012207,0.0134827
0.00732422,0.0134827
-0.000610352,0.0133362
0.0170898,0.0131287
0.0140381,0.0127319
-0.012207,0.0122925
-0.00549316,0.0119873
0.0305176,0.0121887
0.0738525,0.0126343
0.0524902,0.0131165
-0.00671387,0.013031
0.00366211,0.012793
0.100098,0.0137024
0.166016,0.0153198
0.145264,0.0166382
0.00549316,0.0166809
-0.0775146,0.0173889
0.00305176,0.0172852
0.119019,0.0182861
0.0177002,0.0181824
-0.0854492,0.0188843
-0.175781,0.0205505
-0.0689697,0.0210388
-0.000610352,0.0209595
-0.0543213,0.0214111
-0.057373,0.0218018
-0.0408936,0.022052
0.012207,0.0219971
0.022583,0.0221008
0.0469971,0.0225464
-0.0134277,0.0226074
-0.0238037,0.0228088
0.0384521,0.023175
0.0360107,0.0234924
-0.0195313,0.023584
-0.0360107,0.0237244
-0.0372314,0.0240479
0,0.023999
-0.045166,0.0243042
-0.00549316,0.0242737
0.0128174,0.0241943
-0.0140381,0.0242493
-0.0244141,0.0242432
-0.00976563,0.0241882
-0.00732422,0.0240112
-0.0128174,0.0238831
-0.0170898,0.0239563
-0.0134277,0.0239441
-0.00732422,0.0239136
0.00732422,0.0239258
0.010376,0.0238464
-0.0012207,0.0235535
0.00244141,0.0235657
0.00976563,0.0235291
0.00427246,0.0234009
-0.00427246,0.0233154
0.0012207,0.0229675
-0.00305176,0.0228394
-0.0170898,0.022937
-0.00427246,0.0229797
0.00427246,0.0229919
0.032959,0.0232788
-0.00854492,0.0231934
-0.0128174,0.0231934
0.043335,0.0234741
0.0231934,0.0234375
-0.00244141,0.0234497
0,0.0233215
0.00244141,0.0232971
0.0183105,0.0234192
-0.0335693,0.0236511
-0.00854492,0.0237244
0.00366211,0.0236389
-0.00854492,0.0236877
-0.0109863,0.0236633
-0.012207,0.0237732
-0.0170898,0.0238953
0.00305176,0.0237854
0.00244141,0.0236877
-0.00854492,0.0235291
-0.0164795,0.0236511
-0.00488281,0.0236633
0.00732422,0.023584
0.000610352,0.0233765
0.0012207,0.0232849
0.0164795,0.0233704
0.0158691,0.023468
0.0219727,0.0236389
-0.0354004,0.0237244
0.0317383,0.0238953
-0.00244141,0.0239075
-0.0177002,0.024054
0.00183105,0.0240295
-0.0012207,0.0239441
-0.0146484,0.0240173
0.00610352,0.0237732
0.0183105,0.0239502
0.00549316,0.0239502
0.0164795,0.0239319
0.00305176,0.0236023
0.0268555,0.0238586
0.0360107,0.0241455
0.0274658,0.0244141
-0.0170898,0.0244141
0.00854492,0.0243591
0.0354004,0.0245911
0.0244141,0.0247803
0.00488281,0.0245239
-0.0512695,0.0242981
-0.00732422,0.0238464
-0.00793457,0.0238586
-0.000610352,0.0238281
-0.00793457,0.0229065
-0.0494385,0.0217407
-0.0354004,0.0206421
-0.00610352,0.0206482
-0.00305176,0.0199036
-0.0140381,0.0200134
-0.00427246,0.018866
-0.0152588,0.0188416
-0.0140381,0.0181274
-0.0164795,0.0165344
0.00732422,0.015918
-0.00183105,0.0159302
0.0286865,0.0156738
-0.0195313,0.0152954
0.0292969,0.0151794
0.010376,0.0151611
0.0463867,0.0153992
0.0146484,0.0150757
0.0421143,0.0153625
0.0311279,0.0154358
0.10437,0.016095
0.0335693,0.0160706
0.0140381,0.0160156
0.0878906,0.0165344
-0.057373,0.0167358
0.00610352,0.0167969
0.0878906,0.0172241
-0.0219727,0.0173889
-0.0482178,0.0177429
-0.0598145,0.0182007
-0.0250244,0.0182068
-0.032959,0.0184387
-0.0616455,0.0189819
-0.043335,0.0192871
-0.0531006,0.0196472
-0.0616455,0.0201294
-0.0500488,0.0205566
-0.0268555,0.020752
-0.0158691,0.0208069
-0.00793457,0.020874
0.00610352,0.0209106
-0.00793457,0.0208923
-0.00305176,0.0208801
0.00244141,0.0208618
0.00488281,0.0208984
-0.000610352,0.020874
0.00427246,0.0207458
0.00976563,0.0208008
0.00305176,0.0207886
0.0256348,0.0207153
-0.000610352,0.020636
0.0012207,0.02052
0.0189209,0.0202759
0.0189209,0.0202332
0.0152588,0.0203613
0.0128174,0.0204895
0.00549316,0.02052
-0.0109863,0.0204468
-0.00427246,0.0201538
0.0286865,0.0203552
0.00854492,0.0204041
-0.0238037,0.0205566
-0.0372314,0.0208191
-0.0219727,0.0209167
0.000610352,0.020752
-0.00183105,0.0207397
-0.0158691,0.020874
-0.00610352,0.0208496
0.00854492,0.0207703
0.0152588,0.020874
0.00732422,0.020874
0.0012207,0.0208801
0.0012207,0.0208801
-0.00610352,0.0207764
0,0.0206177
-0.00854492,0.0204834
-0.00915527,0.0202209
0.00183105,0.0199219
0.0115967,0.0200134
0.0189209,0.0200256
0.00732422,0.0200806
0.00366211,0.020105
0.010376,0.0200623
0.0140381,0.0201416
-0.00671387,0.0200256
-0.010376,0.0200745
-0.00915527,0.0200012
-0.0219727,0.0201904
0.0213623,0.0201355
-0.00305176,0.0198059
-0.00366211,0.0195679
0.010376,0.0195007
0.0231934,0.0196472
0.0415039,0.0197083
-0.00427246,0.0195068
-0.00183105,0.0194763
0.00366211,0.0190002
0.00549316,0.0189819
-0.020752,0.0191101
-0.0305176,0.0194092
-0.0256348,0.0195862
-0.0341797,0.0194336
-0.00915527,0.0191711
0.00183105,0.0191284
0.0231934,0.0193298
-0.00671387,0.0192566
0.00183105,0.0192322
0.022583,0.0193054
0.00976563,0.0192627
0.0183105,0.019281
0.0201416,0.0194092
-0.0195313,0.0195862
-0.00610352,0.0193604
0.0415039,0.0195801
-0.000610352,0.0192932
-0.00549316,0.0192444
-0.0109863,0.0188904
0.00854492,0.0188293
-0.00549316,0.0184631
-0.00366211,0.0181885
-0.0323486,0.0174683
-0.00549316,0.0171875
0.00732422,0.0171204
-0.012207,0.0163635
-0.00244141,0.0158142
0.0231934,0.0159851
0.00915527,0.0151978
-0.00427246,0.0150208
0.0183105,0.0147217
0.00549316,0.0141785
0.0152588,0.0140808
-0.0134277,0.0138855
-0.010376,0.0133728
0,0.0129395
0.00183105,0.0124268
-0.00732422,0.0118835
0.0115967,0.011499
0.0134277,0.0113647
0.00610352,0.0112671
0.00427246,0.0112305
-0.00976563,0.0112671
0.0311279,0.011499
0.0183105,0.0116516
-0.010376,0.011731
-0.00488281,0.011731
-0.0195313,0.0119202
-0.0158691,0.0120361
0.0256348,0.0121948
0.00671387,0.0122314
-0.0140381,0.0121155
0.000610352,0.0121155
0.00732422,0.0121765
0.0195313,0.0121826
-0.00183105,0.0120117
-0.00488281,0.011908
0.0152588,0.0119324
-0.0201416,0.0120789
0.00732422,0.0120422
0.0134277,0.0121338
0.022583,0.0120728
-0.0183105,0.0121704
-0.0140381,0.0120728
-0.010376,0.0118042
-0.000610352,0.0115906
-0.00244141,0.0116089
-0.0152588,0.0117432
-0.00610352,0.0116455
-0.0128174,0.0117126
-0.00793457,0.0117065
-0.00976563,0.0116516
0.0109863,0.0116882
0.000610352,0.0116821
-0.00793457,0.0117493
-0.0164795,0.011853
-0.00488281,0.0119019
-0.00915527,0.011908
-0.00671387,0.0118835
-0.00732422,0.0119385
0.00244141,0.0118469
-0.0012207,0.0116699
0.00488281,0.0116455
0.00183105,0.0116272
0.0109863,0.0116333
0.00244141,0.0115173
0.00183105,0.0114685
0.00915527,0.0114563
0.0177002,0.0115417
0,0.011322
0.00305176,0.0111389
0.00671387,0.0111755
0.0158691,0.0112976
0.00488281,0.0112427
0.00915527,0.0111023
0,0.0106873
-0.00488281,0.0106934
0.00793457,0.0107544
-0.012207,0.0108398
-0.00183105,0.0108032
-0.0115967,0.0107117
-0.00488281,0.0104553
-0.00732422,0.0102722
-0.0109863,0.0100403
0.000610352,0.00995483
0.00732422,0.0100098
0.0146484,0.00992432
0.00305176,0.0098877
0.00732422,0.00994263
-0.0128174,0.00984497
0.0128174,0.00987549
-0.00549316,0.00974731
-0.0158691,0.00970459
-0.0109863,0.00961914
-0.00610352,0.00961914
-0.000610352,0.00921021
-0.0146484,0.00935059
-0.0189209,0.00948486
0.00244141,0.00939941
0.00183105,0.00933228
0.000610352,0.00928345
0.022583,0.00947266
0.0140381,0.00928955
-0.0183105,0.00941772
-0.010376,0.00944824
0.0128174,0.00945435
0.010376,0.00953369
0.000610352,0.00930786
